"State","Postcode"
"Negeri Sembilan","70560"
"Negeri Sembilan","70564"
"Negeri Sembilan","70570"
"Negeri Sembilan","70572"
"Negeri Sembilan","70576"
"Negeri Sembilan","70578"
"Negeri Sembilan","70582"
"Negeri Sembilan","70586"
"Negeri Sembilan","70590"
"Negeri Sembilan","70592"
"Negeri Sembilan","70594"
"Negeri Sembilan","70596"
"Negeri Sembilan","70600"
"Negeri Sembilan","70604"
"Negeri Sembilan","70606"
"Negeri Sembilan","70608"
"Negeri Sembilan","70609"
"Negeri Sembilan","70610"
"Negeri Sembilan","70620"
"Negeri Sembilan","70626"
"Negeri Sembilan","70628"
"Negeri Sembilan","70632"
"Negeri Sembilan","70634"
"Negeri Sembilan","70644"
"Negeri Sembilan","70646"
"Negeri Sembilan","70648"
"Negeri Sembilan","70658"
"Negeri Sembilan","70664"
"Negeri Sembilan","70670"
"Negeri Sembilan","70672"
"Negeri Sembilan","70673"
"Negeri Sembilan","70674"
"Negeri Sembilan","70676"
"Negeri Sembilan","70690"
"Negeri Sembilan","70700"
"Negeri Sembilan","70710"
"Negeri Sembilan","70720"
"Negeri Sembilan","70730"
"Negeri Sembilan","70740"
"Negeri Sembilan","70750"
"Negeri Sembilan","70990"
"Negeri Sembilan","71000"
"Negeri Sembilan","71007"
"Negeri Sembilan","71009"
"Negeri Sembilan","71010"
"Negeri Sembilan","71050"
"Negeri Sembilan","71059"
"Negeri Sembilan","71100"
"Negeri Sembilan","71109"
"Negeri Sembilan","71150"
"Negeri Sembilan","71159"
"Negeri Sembilan","71200"
"Negeri Sembilan","71209"
"Negeri Sembilan","71250"
"Negeri Sembilan","71259"
"Negeri Sembilan","71300"
"Negeri Sembilan","71309"
"Negeri Sembilan","71350"
"Negeri Sembilan","71359"
"Negeri Sembilan","71400"
"Negeri Sembilan","71409"
"Negeri Sembilan","71450"
"Negeri Sembilan","71459"
"Negeri Sembilan","71500"
"Negeri Sembilan","71509"
"Negeri Sembilan","71550"
"Negeri Sembilan","71559"
"Negeri Sembilan","71600"
"Negeri Sembilan","71609"
"Negeri Sembilan","71650"
"Negeri Sembilan","71659"
"Negeri Sembilan","71700"
"Negeri Sembilan","71707"
"Negeri Sembilan","71709"
"Negeri Sembilan","71750"
"Negeri Sembilan","71759"
"Negeri Sembilan","71770"
"Negeri Sembilan","71800"
"Negeri Sembilan","71807"
"Negeri Sembilan","71809"
"Negeri Sembilan","71900"
"Negeri Sembilan","71907"
"Negeri Sembilan","71909"
"Negeri Sembilan","71960"
"Negeri Sembilan","72000"
"Negeri Sembilan","72007"
"Negeri Sembilan","72009"
"Negeri Sembilan","72100"
"Negeri Sembilan","72107"
"Negeri Sembilan","72109"
"Negeri Sembilan","72120"
"Negeri Sembilan","72127"
"Negeri Sembilan","72129"
"Negeri Sembilan","72200"
"Negeri Sembilan","72207"
"Negeri Sembilan","72209"
"Negeri Sembilan","72300"
"Negeri Sembilan","72307"
"Negeri Sembilan","72309"
"Negeri Sembilan","72400"
"Negeri Sembilan","72409"
"Negeri Sembilan","72500"
"Negeri Sembilan","72507"
"Negeri Sembilan","72509"
"Negeri Sembilan","73000"
"Negeri Sembilan","73007"
"Negeri Sembilan","73009"
"Negeri Sembilan","73100"
"Negeri Sembilan","73109"
"Negeri Sembilan","73200"
"Negeri Sembilan","73207"
"Negeri Sembilan","73209"
"Negeri Sembilan","73300"
"Negeri Sembilan","73309"
"Negeri Sembilan","73400"
"Negeri Sembilan","73409"
"Negeri Sembilan","73410"
"Negeri Sembilan","73420"
"Negeri Sembilan","73430"
"Negeri Sembilan","73440"
"Negeri Sembilan","73480"
"Negeri Sembilan","73500"
"Negeri Sembilan","73507"
"Negeri Sembilan","73509"
"Pahang","25000"
"Pahang","25020"
"Pahang","25050"
"Pahang","25100"
"Pahang","25150"
"Pahang","25200"
"Pahang","25250"
"Pahang","25300"
"Pahang","25350"
"Pahang","25500"
"Pahang","25502"
"Pahang","25503"
"Pahang","25504"
"Pahang","25505"
"Pahang","25506"
"Pahang","25508"
"Pahang","25509"
"Pahang","25512"
"Pahang","25514"
"Pahang","25516"
"Pahang","25517"
"Pahang","25518"
"Pahang","25520"
"Pahang","25524"
"Pahang","25529"
"Pahang","25532"
"Pahang","25534"
"Pahang","25536"
"Pahang","25538"
"Pahang","25540"
"Pahang","25546"
"Pahang","25548"
"Pahang","25550"
"Pahang","25551"
"Pahang","25552"
"Pahang","25556"
"Pahang","25558"
"Pahang","25560"
"Pahang","25564"
"Pahang","25570"
"Pahang","25576"
"Pahang","25578"
"Pahang","25582"
"Pahang","25584"
"Pahang","25586"
"Pahang","25590"
"Pahang","25592"
"Pahang","25594"
"Pahang","25596"
"Pahang","25598"
"Pahang","25600"
"Pahang","25604"
"Pahang","25606"
"Pahang","25608"
"Pahang","25609"
"Pahang","25610"
"Pahang","25612"
"Pahang","25614"
"Pahang","25620"
"Pahang","25622"
"Pahang","25626"
"Pahang","25628"
"Pahang","25630"
"Pahang","25632"
"Pahang","25644"
"Pahang","25646"
"Pahang","25648"
"Pahang","25656"
"Pahang","25660"
"Pahang","25661"
"Pahang","25662"
"Pahang","25670"
"Pahang","25672"
"Pahang","25673"
"Pahang","25674"
"Pahang","25676"
"Pahang","25690"
"Pahang","25700"
"Pahang","25710"
"Pahang","25720"
"Pahang","25730"
"Pahang","25740"
"Pahang","25750"
"Pahang","25988"
"Pahang","25990"
"Pahang","26000"
"Pahang","26010"
"Pahang","26050"
"Pahang","26060"
"Pahang","26070"
"Pahang","26080"
"Pahang","26090"
"Pahang","26100"
"Pahang","26130"
"Pahang","26140"
"Pahang","26150"
"Pahang","26170"
"Pahang","26180"
"Pahang","26190"
"Pahang","26200"
"Pahang","26250"
"Pahang","26300"
"Pahang","26310"
"Pahang","26400"
"Pahang","26410"
"Pahang","26420"
"Pahang","26430"
"Pahang","26440"
"Pahang","26450"
"Pahang","26500"
"Pahang","26600"
"Pahang","26607"
"Pahang","26609"
"Pahang","26610"
"Pahang","26620"
"Pahang","26630"
"Pahang","26640"
"Pahang","26650"
"Pahang","26660"
"Pahang","26680"
"Pahang","26690"
"Pahang","26700"
"Pahang","26800"
"Pahang","26810"
"Pahang","26820"
"Pahang","26900"
"Pahang","27000"
"Pahang","27010"
"Pahang","27020"
"Pahang","27030"
"Pahang","27040"
"Pahang","27050"
"Pahang","27060"
"Pahang","27070"
"Pahang","27080"
"Pahang","27090"
"Pahang","27100"
"Pahang","27150"
"Pahang","27200"
"Pahang","27207"
"Pahang","27209"
"Pahang","27210"
"Pahang","27300"
"Pahang","27310"
"Pahang","27400"
"Pahang","27500"
"Pahang","27600"
"Pahang","27607"
"Pahang","27609"
"Pahang","27610"
"Pahang","27620"
"Pahang","27630"
"Pahang","27650"
"Pahang","27660"
"Pahang","27670"
"Pahang","28007"
"Pahang","28009"
"Pahang","28010"
"Pahang","28020"
"Pahang","28030"
"Pahang","28040"
"Pahang","28050"
"Pahang","28100"
"Pahang","28200"
"Pahang","28300"
"Pahang","28310"
"Pahang","28320"
"Pahang","28330"
"Pahang","28340"
"Pahang","28350"
"Pahang","28380"
"Pahang","28400"
"Pahang","28407"
"Pahang","28409"
"Pahang","28500"
"Pahang","28600"
"Pahang","28610"
"Pahang","28620"
"Pahang","28700"
"Pahang","28707"
"Pahang","28709"
"Pahang","28730"
"Pahang","28740"
"Pahang","28750"
"Pahang","28800"
"Pahang","39000"
"Pahang","39007"
"Pahang","39009"
"Pahang","39100"
"Pahang","39200"
"Pahang","49000"
"Pahang","69000"
"Perak","30000"
"Perak","30010"
"Perak","30020"
"Perak","30100"
"Perak","30200"
"Perak","30250"
"Perak","30300"
"Perak","30350"
"Perak","30450"
"Perak","30500"
"Perak","30502"
"Perak","30503"
"Perak","30504"
"Perak","30505"
"Perak","30506"
"Perak","30508"
"Perak","30510"
"Perak","30512"
"Perak","30516"
"Perak","30517"
"Perak","30518"
"Perak","30519"
"Perak","30520"
"Perak","30524"
"Perak","30532"
"Perak","30534"
"Perak","30536"
"Perak","30540"
"Perak","30542"
"Perak","30546"
"Perak","30548"
"Perak","30550"
"Perak","30551"
"Perak","30552"
"Perak","30554"
"Perak","30556"
"Perak","30560"
"Perak","30564"
"Perak","30570"
"Perak","30576"
"Perak","30580"
"Perak","30582"
"Perak","30586"
"Perak","30590"
"Perak","30592"
"Perak","30594"
"Perak","30596"
"Perak","30600"
"Perak","30604"
"Perak","30606"
"Perak","30609"
"Perak","30610"
"Perak","30612"
"Perak","30614"
"Perak","30620"
"Perak","30621"
"Perak","30622"
"Perak","30626"
"Perak","30628"
"Perak","30630"
"Perak","30632"
"Perak","30634"
"Perak","30644"
"Perak","30646"
"Perak","30648"
"Perak","30656"
"Perak","30658"
"Perak","30660"
"Perak","30661"
"Perak","30662"
"Perak","30664"
"Perak","30668"
"Perak","30670"
"Perak","30673"
"Perak","30674"
"Perak","30676"
"Perak","30682"
"Perak","30690"
"Perak","30700"
"Perak","30710"
"Perak","30720"
"Perak","30730"
"Perak","30740"
"Perak","30750"
"Perak","30760"
"Perak","30770"
"Perak","30780"
"Perak","30790"
"Perak","30800"
"Perak","30810"
"Perak","30820"
"Perak","30830"
"Perak","30840"
"Perak","30900"
"Perak","30902"
"Perak","30904"
"Perak","30906"
"Perak","30908"
"Perak","30910"
"Perak","30912"
"Perak","30988"
"Perak","30990"
"Perak","31000"
"Perak","31007"
"Perak","31009"
"Perak","31050"
"Perak","31100"
"Perak","31150"
"Perak","31200"
"Perak","31250"
"Perak","31300"
"Perak","31350"
"Perak","31400"
"Perak","31407"
"Perak","31409"
"Perak","31450"
"Perak","31500"
"Perak","31550"
"Perak","31560"
"Perak","31600"
"Perak","31610"
"Perak","31650"
"Perak","31700"
"Perak","31750"
"Perak","31800"
"Perak","31850"
"Perak","31900"
"Perak","31907"
"Perak","31909"
"Perak","31910"
"Perak","31920"
"Perak","31950"
"Perak","32000"
"Perak","32040"
"Perak","32100"
"Perak","32200"
"Perak","32300"
"Perak","32400"
"Perak","32500"
"Perak","32600"
"Perak","32700"
"Perak","32800"
"Perak","32900"
"Perak","33000"
"Perak","33007"
"Perak","33009"
"Perak","33010"
"Perak","33020"
"Perak","33030"
"Perak","33040"
"Perak","33100"
"Perak","33200"
"Perak","33300"
"Perak","33310"
"Perak","33320"
"Perak","33400"
"Perak","33410"
"Perak","33420"
"Perak","33500"
"Perak","33600"
"Perak","33700"
"Perak","33800"
"Perak","34000"
"Perak","34007"
"Perak","34008"
"Perak","34009"
"Perak","34010"
"Perak","34020"
"Perak","34030"
"Perak","34100"
"Perak","34120"
"Perak","34130"
"Perak","34140"
"Perak","34200"
"Perak","34250"
"Perak","34300"
"Perak","34310"
"Perak","34350"
"Perak","34400"
"Perak","34500"
"Perak","34510"
"Perak","34520"
"Perak","34600"
"Perak","34650"
"Perak","34700"
"Perak","34750"
"Perak","34800"
"Perak","34850"
"Perak","34900"
"Perak","35000"
"Perak","35007"
"Perak","35009"
"Perak","35300"
"Perak","35350"
"Perak","35400"
"Perak","35500"
"Perak","35600"
"Perak","35700"
"Perak","35800"
"Perak","35820"
"Perak","35900"
"Perak","35907"
"Perak","35909"
"Perak","35910"
"Perak","35950"
"Perak","36000"
"Perak","36007"
"Perak","36008"
"Perak","36009"
"Perak","36010"
"Perak","36020"
"Perak","36030"
"Perak","36100"
"Perak","36110"
"Perak","36200"
"Perak","36207"
"Perak","36209"
"Perak","36300"
"Perak","36307"
"Perak","36309"
"Perak","36400"
"Perak","36500"
"Perak","36600"
"Perak","36700"
"Perak","36750"
"Perak","36800"
"Perak","39000"
"Perlis","01000"
"Perlis","01007"
"Perlis","01009"
"Perlis","01500"
"Perlis","01502"
"Perlis","01503"
"Perlis","01504"
"Perlis","01505"
"Perlis","01506"
"Perlis","01508"
"Perlis","01512"
"Perlis","01514"
"Perlis","01516"
"Perlis","01517"
"Perlis","01518"
"Perlis","01524"
"Perlis","01529"
"Perlis","01532"
"Perlis","01538"
"Perlis","01540"
"Perlis","01546"
"Perlis","01550"
"Perlis","01551"
"Perlis","01556"
"Perlis","01560"
"Perlis","01564"
"Perlis","01570"
"Perlis","01572"
"Perlis","01576"
"Perlis","01578"
"Perlis","01582"
"Perlis","01586"
"Perlis","01590"
"Perlis","01592"
"Perlis","01594"
"Perlis","01596"
"Perlis","01598"
"Perlis","01600"
"Perlis","01604"
"Perlis","01606"
"Perlis","01608"
"Perlis","01609"
"Perlis","01610"
"Perlis","01612"
"Perlis","01614"
"Perlis","01620"
"Perlis","01622"
"Perlis","01626"
"Perlis","01628"
"Perlis","01630"
"Perlis","01632"
"Perlis","01634"
"Perlis","01644"
"Perlis","01646"
"Perlis","01648"
"Perlis","01660"
"Perlis","01664"
"Perlis","01670"
"Perlis","01672"
"Perlis","01673"
"Perlis","01674"
"Perlis","01676"
"Perlis","01680"
"Perlis","01694"
"Perlis","02000"
"Perlis","02100"
"Perlis","02200"
"Perlis","02400"
"Perlis","02450"
"Perlis","02500"
"Perlis","02600"
"Perlis","02607"
"Perlis","02609"
"Perlis","02700"
"Perlis","02707"
"Perlis","02709"
"Pulau Pinang","10000"
"Pulau Pinang","10050"
"Pulau Pinang","10100"
"Pulau Pinang","10150"
"Pulau Pinang","10200"
"Pulau Pinang","10250"
"Pulau Pinang","10300"
"Pulau Pinang","10350"
"Pulau Pinang","10400"
"Pulau Pinang","10450"
"Pulau Pinang","10460"
"Pulau Pinang","10470"
"Pulau Pinang","10500"
"Pulau Pinang","10502"
"Pulau Pinang","10503"
"Pulau Pinang","10504"
"Pulau Pinang","10505"
"Pulau Pinang","10506"
"Pulau Pinang","10508"
"Pulau Pinang","10512"
"Pulau Pinang","10514"
"Pulau Pinang","10516"
"Pulau Pinang","10518"
"Pulau Pinang","10524"
"Pulau Pinang","10534"
"Pulau Pinang","10538"
"Pulau Pinang","10540"
"Pulau Pinang","10542"
"Pulau Pinang","10546"
"Pulau Pinang","10550"
"Pulau Pinang","10551"
"Pulau Pinang","10552"
"Pulau Pinang","10558"
"Pulau Pinang","10560"
"Pulau Pinang","10564"
"Pulau Pinang","10566"
"Pulau Pinang","10570"
"Pulau Pinang","10576"
"Pulau Pinang","10578"
"Pulau Pinang","10582"
"Pulau Pinang","10590"
"Pulau Pinang","10592"
"Pulau Pinang","10594"
"Pulau Pinang","10596"
"Pulau Pinang","10600"
"Pulau Pinang","10604"
"Pulau Pinang","10609"
"Pulau Pinang","10610"
"Pulau Pinang","10612"
"Pulau Pinang","10620"
"Pulau Pinang","10622"
"Pulau Pinang","10626"
"Pulau Pinang","10628"
"Pulau Pinang","10634"
"Pulau Pinang","10646"
"Pulau Pinang","10648"
"Pulau Pinang","10660"
"Pulau Pinang","10661"
"Pulau Pinang","10662"
"Pulau Pinang","10668"
"Pulau Pinang","10670"
"Pahang","28000"
"Pulau Pinang","10672"
"Pulau Pinang","10673"
"Pulau Pinang","10674"
"Pulau Pinang","10676"
"Pulau Pinang","10690"
"Pulau Pinang","10700"
"Pulau Pinang","10710"
"Pulau Pinang","10720"
"Pulau Pinang","10730"
"Pulau Pinang","10740"
"Pulau Pinang","10750"
"Pulau Pinang","10760"
"Pulau Pinang","10770"
"Pulau Pinang","10780"
"Pulau Pinang","10790"
"Pulau Pinang","10800"
"Pulau Pinang","10810"
"Pulau Pinang","10820"
"Pulau Pinang","10830"
"Pulau Pinang","10840"
"Pulau Pinang","10850"
"Pulau Pinang","10900"
"Pulau Pinang","10910"
"Pulau Pinang","10920"
"Pulau Pinang","10990"
"Pulau Pinang","11000"
"Pulau Pinang","11050"
"Pulau Pinang","11060"
"Pulau Pinang","11100"
"Pulau Pinang","11200"
"Pulau Pinang","11300"
"Pulau Pinang","11400"
"Pulau Pinang","11409"
"Pulau Pinang","11500"
"Pulau Pinang","11600"
"Pulau Pinang","11609"
"Pulau Pinang","11700"
"Pulau Pinang","11800"
"Pulau Pinang","11900"
"Pulau Pinang","11910"
"Pulau Pinang","11920"
"Pulau Pinang","11950"
"Pulau Pinang","11960"
"Pulau Pinang","12000"
"Pulau Pinang","12100"
"Pulau Pinang","12200"
"Pulau Pinang","12300"
"Pulau Pinang","12700"
"Pulau Pinang","12710"
"Pulau Pinang","12720"
"Pulau Pinang","12990"
"Pulau Pinang","13000"
"Pulau Pinang","13009"
"Pulau Pinang","13020"
"Pulau Pinang","13050"
"Pulau Pinang","13100"
"Pulau Pinang","13110"
"Pulau Pinang","13200"
"Pulau Pinang","13210"
"Pulau Pinang","13220"
"Pulau Pinang","13300"
"Pulau Pinang","13310"
"Pulau Pinang","13400"
"Pulau Pinang","13409"
"Pulau Pinang","13500"
"Pulau Pinang","13600"
"Pulau Pinang","13700"
"Pulau Pinang","13800"
"Pulau Pinang","14000"
"Pulau Pinang","14007"
"Pulau Pinang","14009"
"Pulau Pinang","14100"
"Pulau Pinang","14110"
"Pulau Pinang","14120"
"Pulau Pinang","14200"
"Pulau Pinang","14300"
"Pulau Pinang","14310"
"Pulau Pinang","14320"
"Pulau Pinang","14400"
"Sabah","88000"
"Sabah","88100"
"Sabah","88200"
"Sabah","88300"
"Sabah","88400"
"Sabah","88450"
"Sabah","88500"
"Sabah","88502"
"Sabah","88504"
"Sabah","88505"
"Sabah","88506"
"Sabah","88508"
"Sabah","88510"
"Sabah","88512"
"Sabah","88514"
"Sabah","88516"
"Sabah","88518"
"Sabah","88520"
"Sabah","88526"
"Sabah","88527"
"Sabah","88532"
"Sabah","88534"
"Sabah","88538"
"Sabah","88540"
"Sabah","88546"
"Sabah","88550"
"Sabah","88551"
"Sabah","88552"
"Sabah","88554"
"Sabah","88556"
"Sabah","88558"
"Sabah","88560"
"Sabah","88562"
"Sabah","88564"
"Sabah","88566"
"Sabah","88568"
"Sabah","88570"
"Sabah","88572"
"Sabah","88576"
"Sabah","88580"
"Sabah","88582"
